layer,design,baseline,percent,mean_overlap,min_overlap,max_overlap,groups,query_rows,boundary_tie_rows
0,drum3,float,40,0.9557769577834637,0.725,0.9762038073908169,1200,111240,7
0,drum3,float,45,0.9606717940961493,0.7555555555555555,0.9789299242424249,1200,111240,4
0,drum3,float,50,0.964815031162547,0.7777777777777778,0.9817708333333338,1200,111240,8
0,drum3,quantized_exact,5,0.8996126298046744,0.2,0.9679999999999996,1200,111240,0
0,drum3,quantized_exact,10,0.9137727171615232,0.4444444444444444,0.963383838383838,1200,111240,1
0,drum3,quantized_exact,15,0.924233473824811,0.5333333333333333,0.9571929824561403,1200,111240,5
0,drum3,quantized_exact,20,0.931668214167141,0.5263157894736842,0.955500000000001,1200,111240,8
0,drum3,quantized_exact,25,0.9383735432518688,0.5416666666666666,0.9577540106951866,1200,111240,6
0,drum3,quantized_exact,30,0.9448914740025578,0.6666666666666666,0.9633886760323537,1200,111240,11
0,drum3,quantized_exact,35,0.950569656914893,0.7058823529411765,0.9702857142857134,1200,111240,12
0,drum3,quantized_exact,40,0.9557745280560078,0.725,0.9762038073908169,1200,111240,7
0,drum3,quantized_exact,45,0.9606723064245178,0.7555555555555555,0.9789299242424249,1200,111240,4
0,drum3,quantized_exact,50,0.9648158981247674,0.7777777777777778,0.9817708333333338,1200,111240,8
0,drum4,float,5,0.9461125418923776,0.4,0.9886363636363636,1200,111240,0
0,drum4,float,10,0.95360607519156,0.6666666666666666,0.9848484848484845,1200,111240,1
0,drum4,float,15,0.9589858435755358,0.6875,0.9823348694316439,1200,111240,1
0,drum4,float,20,0.963020732251949,0.7222222222222222,0.9773627617430669,1200,111240,3
0,drum4,float,25,0.9668080567079029,0.7391304347826086,0.9800117577895346,1200,111240,7
0,drum4,float,30,0.9702386951704405,0.7857142857142857,0.9812686249467854,1200,111240,2
0,drum4,float,35,0.9734061385854637,0.8235294117647058,0.9846743295019161,1200,111240,3
